"SAMPLE.1"	"SAMPLE.2"	"SAMPLE.3"	"SAMPLE.4"	"SAMPLE.5"
"cg24315710"	0.151115393365657	0.26326196419139	0.210047506166131	0.415939543966984	0.642257682367515
"cg12207153"	0.886665870349584	0.841562164598857	0.830612885261232	0.873880875058327	0.90282316445997
"cg08273233"	0.0780451317787573	0.311923638356378	0.0617915054999517	0.133686994546719	0.1394115280975
"cg01615114"	0.367708874574646	0.790274310995229	0.240967658623044	0.708378805413125	0.114001361478994
"cg15787712"	0.807385451285007	0.733457085446817	0.75566654757098	0.809888620917995	0.845283054479623
"cg00913288"	0.685756580419257	0.797348142490437	0.8160667959268	0.865394516991647	0.631262022912288
"cg17156053"	0.954840499275381	0.812118417248199	0.546020472054501	0.918008776859412	0.242670526435424
"cg20954180"	0.871675944689024	0.836935036185663	0.900975689542367	0.857464351588116	0.869764229860211
"cg03960279"	0.659901278638461	0.776067124797248	0.330236232785012	0.779629941671889	0.614713391865678
"cg12127282"	0.0997388203076365	0.178792906459703	0.0278625842439053	0.353646446682313	0.0732034579389032
"cg21967368"	0.84487927023532	0.674970143556877	0.839813747944492	0.675541218896751	0.530462366355597
"cg17421241"	0.84529890296265	0.802475919898599	0.755866749356817	0.86046768492811	0.624126445001692
"cg12683730"	0.376807806704668	0.467634071552783	0.194807069169782	0.515837697684023	0.248311909205335
"cg04931184"	0.478230047270506	0.75725989478148	0.320344415103899	0.819593374147931	0.150367884430261
"cg18066403"	0.112536375199989	0.81450792428075	0.165406556243169	0.389223633919129	0.287004663609701
"cg09333723"	0.152343105351561	0.783991483906631	0.434992485658996	0.721395528360823	0.312258131521642
"cg20579012"	0.164497062008974	0.805404184044432	0.709730366057549	0.865615260845249	0.204904002394161
"cg03675258"	0.133675940617534	0.250621547610487	0.188993436455816	0.181252106632436	0.124511216594773
"cg08680693"	0.86509931572663	0.652674561559964	0.713957591768035	0.796043191229667	0.610819470294908
"cg22242770"	0.194471434358759	0.312754020600654	0.945058714766984	0.633850220609487	0.923402265100761
"cg08995327"	0.942022885496902	0.76224986729108	0.85596672944053	0.819285202111536	0.944227055866223
"cg15977933"	0.491321210583005	0.449259574501263	0.559377119235151	0.628437417881401	0.48735745510845
"cg06489289"	0.229992613076522	0.852516859872861	0.795843772966213	0.890273801581927	0.871787484437429
"cg09142166"	0.128307223053525	0.560132988044041	0.724735968153479	0.630776210886843	0.143834379559803
"cg02641517"	0.116715184105425	0.789769427580438	0.719866964144108	0.593344797303824	0.601396046565955
"cg25939809"	0.943407935569441	0.951877914443372	0.970741167969953	0.983345086038137	0.974010948546186
"cg12286910"	0.795862237352894	0.876808032209826	0.92717637662502	0.905587978905149	0.847983631973938
"cg18289049"	0.655762931286842	0.497950145400881	0.55528856935964	0.642923748711071	0.399695011399092
"cg14614296"	0.231421694166446	0.905790898551352	0.834939944735726	0.912298330523263	0.832112338996512
"cg03954999"	0.908792680416229	0.934891251445632	0.95517117352237	0.908967894918668	0.626330756047386
"cg17691263"	0.766977285456947	0.376868301026416	0.537209337285001	0.540808310692702	0.77851406442895
"cg20399534"	0.366422005198881	0.890171563696984	0.961560178418174	0.873424985641188	0.601162279831483
"cg08237521"	0.808406962049855	0.616079574817325	0.395779796060013	0.804534711688372	0.448689619086194
"cg01421252"	0.293078250696566	0.653555198385727	0.0628225631706826	0.874483559949509	0.120320016942436
"cg12642207"	0.752592635224626	0.929545343925412	0.974064901600763	0.983069793022883	0.923396198762948
"cg20575191"	0.868819166019001	0.790424117673417	0.76845670718189	0.781665481463559	0.845976946205074
"cg08928966"	0.279802569229483	0.225430723928788	0.052065220919374	0.314477772046137	0.253772434118962
"cg09064252"	0.387635203852861	0.487022820916101	0.408457901030639	0.286250980201723	0.153888991745921
"cg17327268"	0.934634726237807	0.888262046784771	0.908605076885613	0.962446305931013	0.990468794422719
"cg24365896"	0.074436944428269	0.156478934916403	0.0634965244673054	0.657862767309474	0.0200759685378058
"cg08549026"	0.823367849184222	0.91736008210956	0.681436176460375	0.955165389519355	0.659742626381337
"cg02760152"	0.919433486935467	0.817764271727087	0.881322319921365	0.903076071479387	0.924532994573258
"cg05215830"	0.900339421712252	0.380833514188975	0.259672369149152	0.521505385372046	0.17558151447423
"cg04587424"	0.649641953765065	0.523449399973265	0.834920014013433	0.609924640709043	0.0881597641067529
"cg01184282"	0.182059238061886	0.283056065954352	0.651873006098314	0.382945424068517	0.169493560013161
"cg13336112"	0.972563431225856	0.90876206144712	0.931983575838043	0.927519880355598	0.887528980998447
"cg16488065"	0.486732500839803	0.738049570404447	0.616119657700737	0.837133981940876	0.742997345567602
"cg17087356"	0.931488600154382	0.918528447901731	0.957652177040245	0.93736381191111	0.943714415374961
"cg03307118"	0.404153753103684	0.70688121415695	0.820081753868452	0.868151877026158	0.869575779580067
"cg00358609"	0.204266555010718	0.441184727567889	0.154191125419594	0.337511928814543	0.21930846580335
"cg20311002"	0.415964576767275	0.560089234579112	0.741733675426836	0.575701382669227	0.667344961478031
"cg23093090"	0.853755493689289	0.54940006236815	0.832270849563498	0.672768183675222	0.413121355086948
"cg10567964"	0.863645311229709	0.76785158461394	0.63576873642951	0.607664758204853	0.341229981529533
"cg09631175"	0.740457511670882	0.884479919602201	0.612025776473948	0.893145157303241	0.862481175189784
"cg00239657"	0.143901931070855	0.699112722794004	0.773668676687445	0.76136774908424	0.800384602894096
"cg02046532"	0.154892256805466	0.626300352915669	0.185119611137829	0.726672751316401	0.168151240886913
"cg08948225"	0.947082759065749	0.864558179059841	0.844051295869578	0.833560893097455	0.588049529679649
"cg11056129"	0.863331875540603	0.760251140192752	0.741060993225458	0.760081104862792	0.850697164638635
"cg02592062"	0.860418827436831	0.41921379329053	0.101834739297748	0.678814865360297	0.123069232222821
"cg06388350"	0.228920112181749	0.124172407683572	0.0920114465734438	0.125781810944229	0.243678704384972
"cg01797704"	0.623969676966625	0.706266126275417	0.84978887415226	0.882575168809237	0.795662623468519
"cg25379762"	0.124079182773076	0.7456831966463	0.0656095069185558	0.814392960689939	0.803291142503567
"cg20786730"	0.199355386683706	0.827580647842865	0.769221280583274	0.790726983974619	0.177999881496926
"cg12438155"	0.220926763727723	0.38303626918103	0.04040572677535	0.247916574220517	0.0869107213401203
"cg19500863"	0.643705750669817	0.6024136074037	0.741187662043911	0.74548054859648	0.835911914170607
"cg03582787"	0.71520633290641	0.865056676252544	0.937394258608052	0.874230060799782	0.721626768413586
"cg11680200"	0.132272881301317	0.531985306788777	0.101274773746403	0.41863813221248	0.436941642274559
"cg21904807"	0.867405680545416	0.660683372039804	0.843001959198692	0.652204806507243	0.878976625683006
"cg02335700"	0.945420576450667	0.929023606642492	0.603132938349606	0.953368629889861	0.836655859773318
"cg02009395"	0.0785782782041425	0.17880172925962	0.286634789140661	0.404811743177811	0.366287868805441
"cg04560029"	0.852358317361188	0.71844784314743	0.904452906225329	0.833672013212537	0.917661871044259
"cg26431018"	0.16015224019887	0.839934700186976	0.516008280329902	0.867484257619559	0.386280008652534
"cg00081105"	0.231379623809649	0.312372641385471	0.524672489532537	0.442187596788387	0.433601936136796
"cg01891252"	0.817895492373769	0.0944987782067483	0.282340759464679	0.206854857666144	0.110477363551368
"cg00575674"	0.79612517810746	0.527918388754181	0.340997806789741	0.76051965171653	0.183281289386761
"cg14298689"	0.172760828839725	0.520042787591793	0.433011843846936	0.616595998209082	0.25586697158858
"cg26035689"	0.619101679006979	0.881030080374622	0.953304064625798	0.915231941909483	0.915459982197425
"cg17434901"	0.826421460339578	0.837204347830979	0.88137652887653	0.861449700120426	0.851888851524586
"cg19117047"	0.124737377485168	0.771678150721323	0.591721097712676	0.793468394289158	0.80216984025121
"cg26647453"	0.338258787788973	0.187761371601891	0.836386293744448	0.432755362284926	0.199907283466409
"cg16527208"	0.761196117262891	0.766347171381052	0.699245231341186	0.71178701750718	0.748797943737904
"cg04707013"	0.220276866365206	0.262530196620329	0.639238353652942	0.178490914137508	0.357715934220751
"cg25247402"	0.474375895405335	0.879293316914003	0.208967603358938	0.830331018652412	0.179459323727792
"cg09501025"	0.409210371956346	0.763939795467537	0.684106566801912	0.780473746538889	0.888471629021427
"cg08797423"	0.328907169829577	0.593838529941794	0.311930693710093	0.714511122722622	0.622077890418048
"cg10320783"	0.931703922464257	0.901081136726192	0.98562829073793	0.943258328398132	0.920438926822504
"cg24512303"	0.518877997947017	0.763394684019799	0.966245470862211	0.787028578108888	0.829135756225046
"cg00599124"	0.54701378587022	0.764660995917238	0.720290051305462	0.861252046982014	0.679746947298472
"cg18633587"	0.904491685454253	0.934871543849873	0.918082778213844	0.887653902716046	0.923119825155599
"cg07694404"	0.417760508816108	0.842354419024491	0.324083686205149	0.888181713558431	0.268472975047281
"cg03604077"	0.73192267886627	0.755024998540133	0.421956246968197	0.77460165325848	0.870910323388143
"cg00179940"	0.652543048413397	0.823344477038438	0.869610460507481	0.886820567941641	0.909241835716182
"cg10854423"	0.504441602848682	0.519009298412399	0.850664334342161	0.539486208682578	0.571277970708519
"cg20456218"	0.739857669702969	0.843724123126061	0.949795327442787	0.702171137405893	0.815115587621146
"cg24338843"	0.960443723785092	0.630422998707937	0.970079325284756	0.919971478948474	0.984875083923475
"cg08684630"	0.92061462206675	0.933709902714523	0.960494598733798	0.92256414000595	0.772837026415509
"cg06276810"	0.715567093971757	0.238380280665197	0.430443979771766	0.101675387905051	0.85389378048165
"cg18640514"	0.503685564634513	0.240304342719706	0.805099798481628	0.270673103622223	0.747329832577241
"cg01310875"	0.144962126310608	0.468669079381177	0.363914015642211	0.605111138279085	0.122229292983816
"cg08196667"	0.63057214638547	0.679503660824868	0.505140913026921	0.759812722599838	0.858616527281485
"cg06719448"	0.889456852259428	0.499843021701658	0.464911966255122	0.739207812083287	0.675901403277582
"cg22988581"	0.29002706663844	0.453219670446345	0.187963980168469	0.552235395079514	0.604722307514102
"cg22160263"	0.811471285942235	0.617733729474308	0.822061863275454	0.796899262429698	0.417507183909215
"cg00014260"	0.183561173972121	0.670144730134061	0.726260042958179	0.837106718308056	0.810251326397939
"cg05868469"	0.892595780865873	0.619738933333867	0.658474818344647	0.663214801622517	0.499113978012966
"cg07972015"	0.315428408428799	0.577633602797386	0.522334392400985	0.344203041706196	0.923858125028717
"cg02333758"	0.432656186822445	0.844904421365637	0.79155968552272	0.903258983525208	0.849929678076934
"cg26334848"	0.93252904832321	0.923912721387904	0.894737396961199	0.907962897973087	0.915136156478346
"cg25665622"	0.14380136553622	0.479995400850674	0.245691362582724	0.510475797408511	0.213610358834984
"cg03513388"	0.146425920119508	0.653362032655787	0.202257506951195	0.577440220841964	0.172582851995803
"cg00405078"	0.304764009110111	0.535962648164538	0.439100532860849	0.447652885403369	0.201851160571931
"cg24554839"	0.0874111650341495	0.838823422224671	0.834226656149116	0.92246745045953	0.575286235863521
"cg09244872"	0.441405081612377	0.292272479807864	0.373544559284833	0.427505186024258	0.281859532663899
"cg21757437"	0.926228428020854	0.960314690349911	0.963151808954936	0.975609226946738	0.932587836167029
"cg11014380"	0.301370737284986	0.75798948293924	0.600846747946725	0.698946468752012	0.77137717596241
"cg25683810"	0.825668703420434	0.824168810843472	0.948255662558616	0.816174913907278	0.819434324755362
"cg17893775"	0.724519752624972	0.946642030560296	0.89298202686481	0.877463413072241	0.940066520526308
"cg14394451"	0.816781914852377	0.748647928969823	0.78331413437659	0.821648779475053	0.638863679088284
"cg03251111"	0.880160763947819	0.818188703210807	0.908610517217624	0.844859916547743	0.848303538002915
"cg04209595"	0.972291357064714	0.934832899093452	0.857623413693949	0.910842725129655	0.924079923913735
"cg04139895"	0.158458289481433	0.892200578810467	0.897639838245961	0.897106543248582	0.559973633649592
"cg02879776"	0.321648265901842	0.694438742956057	0.782616739927456	0.709110958397502	0.754723822690723
"cg19312795"	0.786758980840825	0.643383951452933	0.917740465173941	0.854313850065275	0.905765086163919
"cg14642773"	0.207867827176439	0.581107259951864	0.519429890490189	0.808728965904929	0.591189958162194
"cg11560431"	0.780738565392816	0.769129779559069	0.741592489606299	0.843386669756345	0.835071612102712
"cg04867257"	0.0656794049405669	0.327163399555813	0.0413607405027409	0.15671708571082	0.0717087774314383
"cg14784922"	0.647203461542939	0.785256006235867	0.794617044949495	0.865045271801894	0.77140976516506
"cg13379558"	0.836216646775628	0.554920381546555	0.0659932718568568	0.771809550243011	0.11333206594924
"cg12659981"	0.13838985988357	0.726440884424765	0.678270393611903	0.797269063148083	0.659996467614575
"cg04262465"	0.310389718818138	0.576723897449148	0.895545451865043	0.788356711873444	0.761157338236852
"cg26680644"	0.424478668810905	0.555636526520635	0.119578810650276	0.787591816670837	0.0779804499317999
"cg13959062"	0.651322001009728	0.771178688412086	0.766991823055319	0.782171898098982	0.764619668764686
"cg03479705"	0.396070663252318	0.298793614751482	0.220222860816081	0.317494782402298	0.682443551676133
"cg20007894"	0.500003604245668	0.185403289799303	0.143356305484103	0.706423996940895	0.117724733216342
"cg09449104"	0.935610979427245	0.910909988753881	0.87877433482046	0.875535637680244	0.0930846143410306
"cg08628428"	0.836150099114983	0.750920470365489	0.583159197726159	0.742752585948546	0.53503288179944
"cg17904797"	0.37153223698891	0.881643178249249	0.985549467350124	0.903702328983991	0.90317575535938
"cg09746261"	0.57193192868953	0.563255435772677	0.851488560838322	0.294634300927175	0.829081782977214
"cg27616666"	0.983807109282287	0.957278466240931	0.982120212173497	0.952820806532758	0.688169440858049
"cg02128086"	0.487046664725751	0.180392399837287	0.460898566910371	0.240333646771627	0.104088729821002
"cg04392615"	0.824886239490227	0.895757185832688	0.970134295900483	0.850526600083173	0.657478102563074
"cg21842999"	0.767768617378461	0.958069942236162	0.88209967873775	0.917304651506373	0.947964096462666
"cg24333150"	0.19856823339785	0.266356587784349	0.0590072338019281	0.275739764487706	0.171896745153785
"cg26790819"	0.369172650907387	0.934122298494805	0.899400215996564	0.940004247992461	0.944986952179902
"cg04888174"	0.334655507495851	0.36967930308596	0.175940388272441	0.287634524963483	0.325648755790462
"cg01952185"	0.212770442096826	0.509105026189147	0.182994875330075	0.360571034246497	0.385647453515063
"cg07101732"	0.200736922296222	0.967465278298859	0.978138264387484	0.910467634928041	0.917295724753805
"cg01227558"	0.385810509942293	0.758495273258415	0.777071232532718	0.780038562252504	0.851320221291902
"cg09812790"	0.841077325014642	0.867466667323395	0.886550230530493	0.897815749430315	0.864858375369764
"cg15059176"	0.818452677979592	0.864557089713242	0.809605997238567	0.857346116879143	0.86134436322923
"cg23716866"	0.147744001002531	0.66003152060167	0.193374608797446	0.575427079272898	0.367106528329473
"cg07738730"	0.242217819450582	0.472868769772733	0.031779349051869	0.834735835945791	0.231281768100797
"cg08005208"	0.743937207705894	0.682640257245204	0.536347792778804	0.838893722840244	0.470375913438627
"cg00861610"	0.917133889249491	0.70275683967726	0.804935377348464	0.845464688861278	0.956972493931045
"cg03049501"	0.111695527538184	0.771525783702835	0.342193810991537	0.764229070213863	0.404524187079801
"cg00245502"	0.0721577029491817	0.205980272905689	0.1788587378346	0.527927824684891	0.689020971701643
"cg06746009"	0.71440086961014	0.715369155761436	0.590375988032924	0.770284165502376	0.763752248824998
"cg05921260"	0.454875826459406	0.271201276432882	0.0608471563777718	0.689738863066951	0.119635675670546
"cg14413466"	0.853958986536443	0.787378163216931	0.874327946824855	0.830688429789045	0.870285849399664
"cg07070824"	0.419464791612437	0.74398784564365	0.699912976360074	0.813431673491406	0.148375028122932
"cg00084720"	0.413207935262644	0.886225156056647	0.951543657905664	0.82254639255071	0.886361570352856
"cg18463876"	0.392210868809432	0.729941744908329	0.684130033718563	0.717723806801077	0.124238451715329
"cg01092213"	0.501001528486036	0.551265934964568	0.869098983221916	0.792307861254137	0.762461554528469
"cg07544451"	0.781090369409546	0.282399360204232	0.0609033437312327	0.136768693434928	0.164089662175425
"cg20043679"	0.586283269343762	0.79578552228337	0.731794581600896	0.853991746384512	0.254585957739863
"cg24365766"	0.864749250740781	0.868192955447601	0.841959916605516	0.877016262477204	0.884092049569799
"cg26181894"	0.259549944005677	0.77597320615447	0.676035298412848	0.815610938935849	0.586630134366694
"cg19314470"	0.575011546985021	0.829865791195061	0.881899609868546	0.831352250962451	0.8122619702271
"cg10593713"	0.36209324611211	0.166906681025898	0.474672137175138	0.100044678750299	0.146964982475321
"cg27132732"	0.324705596149588	0.77857525412997	0.793547855828579	0.750954831485709	0.312276069010811
"cg01517148"	0.858320594558265	0.912407409965514	0.908382054038616	0.93239363485425	0.945329378463678
"cg07241908"	0.173425375749188	0.824670008730942	0.871577079254751	0.863502027512216	0.885252491316605
"cg21593001"	0.883014827106653	0.699353097193472	0.937517968681245	0.782307161855285	0.895079095431339
"cg08649013"	0.729772046861462	0.903741699727089	0.498089981524768	0.908602401955956	0.40026131487549
"cg27658330"	0.883341495088272	0.729835523999707	0.952730056482279	0.898002465953016	0.402493380789623
"cg13662778"	0.383698664073947	0.244322889024098	0.393975212959345	0.354391150855132	0.878027653825262
"cg25363091"	0.374538375147778	0.818470107043826	0.855953481708244	0.620908453802276	0.533788883950033
"cg23610373"	0.518099918519696	0.365253852421565	0.442980660504207	0.391063556703337	0.471156213188084
"cg00640053"	0.575966165021691	0.464906609820428	0.0505843826112777	0.35041389698025	0.0610403805194111
"cg16536739"	0.526416787094047	0.369486279265116	0.139304560392888	0.577123305056562	0.295863178770533
"cg00864661"	0.920878137407638	0.862458090259646	0.934663495661308	0.846160238108311	0.855989658606655
"cg01709096"	0.383344932087366	0.421449256054104	0.491254001978262	0.463545230561089	0.514025697454214
"cg07658357"	0.0838447705572074	0.720233269978355	0.229778262660299	0.546147490941083	0.893125839161157
"cg10091866"	0.931819382077209	0.866920617851162	0.854115321848439	0.780319983298849	0.518849447074616
"cg14074945"	0.685179885915826	0.902051679634562	0.934095288939858	0.857630240269572	0.911601408122637
"cg11122968"	0.154988351008274	0.291304754159351	0.0846971196235325	0.479325551975105	0.147120053281808
"cg04376782"	0.755069607001001	0.855748761985472	0.800288813437086	0.85206847126614	0.839219790634786
"cg05921947"	0.574983660249782	0.871219461367643	0.971826528010667	0.869518342031522	0.914519725829247
"cg26402630"	0.694690846656358	0.880172844558667	0.912090462136661	0.897055042046988	0.484341759475346
"cg18440069"	0.416021586331594	0.822828547189534	0.900668254670038	0.813202712064092	0.327232346209093
"cg21590238"	0.408301655629396	0.291719071718946	0.135874790924398	0.379373074815008	0.143478065035867
"cg03899215"	0.674442468704789	0.853477871806978	0.899188632457405	0.897830762381626	0.707253296584304
"cg07062747"	0.748549974771462	0.487620550121476	0.539706882425839	0.798848062288483	0.646852062183182
"cg27420415"	0.66862574102379	0.913931437383447	0.955263409425292	0.944146389425944	0.901839833113317
"cg27351783"	0.946196827937946	0.895480294335079	0.977376174098349	0.935413428395634	0.952095522028284
"cg13336662"	0.241559237403423	0.363126957560269	0.414457907386452	0.379773423699194	0.330398755453405
"cg24689119"	0.767500570423507	0.706854206747408	0.458572675200889	0.72505416551153	0.793926145400001
"cg17928268"	0.371188389866348	0.264407233346811	0.356781574361271	0.270470115354393	0.427468890101361
"cg14339410"	0.654889287851851	0.844778983214464	0.987151183247563	0.851719575768996	0.86024672881182
"cg09836827"	0.470611746328749	0.843894253991105	0.899491779143948	0.840361508343737	0.774809217849585
"cg13583523"	0.588452283420221	0.399138802099439	0.356065833777956	0.374004525283129	0.19707629482558
"cg12056696"	0.945820121341119	0.768661148888171	0.941506142511295	0.806534807511761	0.883350551986196
"cg08099626"	0.366456209079352	0.521142315270045	0.0852035902069087	0.368437820761146	0.151753680181275
"cg27269790"	0.530301846694096	0.464245356330477	0.431799741091051	0.359685615553968	0.191093935385206
"cg08946157"	0.644179200595463	0.371991101713872	0.688193541331501	0.775730581722382	0.845946996489372
"cg10447095"	0.56502824539511	0.62498109809274	0.717045269504774	0.874920414578367	0.164450554393826
"cg17097481"	0.137761824537162	0.858576060287931	0.324565953847102	0.83051085895881	0.28415895733819
"cg08753469"	0.75615862607876	0.847412538250625	0.919280717556933	0.864004372926841	0.53726223062583
"cg04964845"	0.937794705752709	0.833073125977744	0.951471711450215	0.91497356614827	0.867593221849207
"cg21220403"	0.551646959192361	0.487584440331433	0.151885666839006	0.634027957111241	0.34952496678085
"cg15088574"	0.066171940099347	0.619377999620389	0.531656165065333	0.119114376922999	0.0856514638180957
"cg08657671"	0.320838919865545	0.889686217439765	0.774602633206704	0.935883207742817	0.9321062319922
"cg27514730"	0.79544622829319	0.729185830089565	0.723674701237575	0.75574931164726	0.49854825175347
"cg22740796"	0.0435833723919243	0.0443288200540648	0.00880197110254564	0.530843354123561	0.0533684321960739
"cg05235610"	0.947184559122736	0.921317916086915	0.893220612738734	0.940952522991959	0.405704059489567
"cg01226417"	0.587321378858441	0.944612237792169	0.983154866260069	0.944138746648707	0.950986798774213
"cg10472064"	0.249165296988406	0.841462847300151	0.630359118923115	0.844542635894672	0.250858063905896
"cg05126581"	0.673901516411692	0.775031177506933	0.874477351080565	0.809619608771389	0.243485170016378
"cg18081300"	0.633976836041981	0.814938486541047	0.581842581197129	0.79469809993723	0.908193388171503
"cg02703563"	0.707308389153097	0.905558854378341	0.924908348760736	0.846444655355337	0.857119327102735
"cg13318543"	0.509817110372898	0.739396105130027	0.520536146014652	0.723186816598982	0.759731748646145
"cg09699896"	0.140736747531203	0.554600628066016	0.411787495343845	0.552563455959288	0.797551658993002
"cg25975382"	0.873890588380258	0.864743191574411	0.890584224527741	0.738406728920731	0.842468609549908
"cg02138218"	0.239790139510451	0.834390583697524	0.690648678644425	0.840369736776155	0.815815549179055
"cg18906664"	0.503979050597768	0.868943768529385	0.878499139383271	0.850234906042488	0.868282648549145
"cg16026902"	0.707191193721616	0.90428105363956	0.860266726684425	0.910190425514848	0.86021150835125
"cg26062204"	0.843958983656188	0.505036649277877	0.455272022227762	0.650663477610874	0.286472516593767
"cg17901858"	0.606776312263699	0.911327489598501	0.924341232186453	0.927051683236263	0.899135455024611
"cg18393175"	0.488043780855358	0.467203330288911	0.761448437806391	0.428084999575407	0.290594048808139
"cg21185242"	0.551974156999728	0.824621391777244	0.370460359976025	0.662356450288542	0.7967638899199
"cg15077792"	0.30044108508865	0.448022128161536	0.317527400747584	0.404825073556535	0.553019802815502
"cg07025157"	0.952101285276504	0.918141172778506	0.986966347293562	0.946010613949016	0.966210326665212
"cg02642296"	0.627214353177191	0.570006892175587	0.315309209625435	0.752268627653847	0.890896375847124
"cg18114811"	0.213556687192917	0.351269706968467	0.463883231549655	0.345351514868979	0.820568689371913
"cg05511924"	0.666220951385331	0.717164837926794	0.779906619943787	0.75880596333396	0.713338406490374
"cg13027458"	0.763859621655833	0.599152535864592	0.666501671563822	0.814575075892839	0.780333566618246
"cg15938260"	0.907545689823609	0.829893622650307	0.991687778790656	0.910736798106351	0.946016472049249
"cg16072884"	0.833507325686151	0.800201708977991	0.79147676977918	0.835339400435193	0.845032413393583
"cg23469878"	0.525069570233194	0.817179413554796	0.585190792552743	0.828065448235115	0.72829248912892
"cg22980483"	0.621609221964501	0.482912360360362	0.783804969110622	0.799903780454647	0.858043130331997
"cg23697780"	0.881462728123133	0.846900207336613	0.85201217614694	0.773735106792546	0.891536224724055
"cg08140412"	0.646765700435772	0.474052166479974	0.387765869083042	0.528303112827723	0.463602498980958
"cg00001249"	0.594607272723787	0.685683147506365	0.700164658264725	0.640047392132877	0.906852194463623
"cg17827767"	0.89168239633264	0.828142313266662	0.899276619486399	0.855186030073583	0.900493629608008
"cg06061755"	0.869365055584228	0.874455352064013	0.750813037477638	0.852572690254495	0.784021621738584
"cg27444062"	0.256975928388036	0.299799738234524	0.19419082086023	0.391872904954827	0.31184805310257
"cg22940372"	0.200531199723147	0.384959045631866	0.645108469449135	0.48331618426004	0.893650708962864
"cg03726357"	0.178273885214051	0.751707236935913	0.684557895492754	0.611548082221775	0.768312631307843
"cg06351870"	0.852150661905193	0.909676202656646	0.890143350770144	0.75818503161067	0.883961228096035
"cg08947151"	0.0909378426012699	0.519580110801833	0.443285018828003	0.559036444433745	0.805298906972686
"cg11149277"	0.856787799875006	0.863785614242995	0.851322281504389	0.878992509309897	0.695419611447956
"cg07349899"	0.797796832482523	0.771114506609484	0.810029842024297	0.825054098488307	0.858840860373353
"cg10364881"	0.380515812122143	0.443396561660474	0.842414213737509	0.646922377011744	0.718560286447802
"cg13193497"	0.815041545474905	0.722641950401811	0.671926493966665	0.681669331676343	0.358359707774606
"cg20624941"	0.82323134004106	0.853709092510639	0.651431863626082	0.850275817237382	0.869315754581707
"cg27531496"	0.789531696274644	0.764930602846974	0.740533482803907	0.893371024521002	0.377826179227535
"cg01658277"	0.881199654660698	0.929343896236349	0.910084037680538	0.793679567227914	0.921016384870101
"cg04042248"	0.52549550702769	0.74364443400796	0.694785282402626	0.646521437695114	0.631486084908781
"cg23744182"	0.303418688855429	0.334844862192318	0.143751804809921	0.809780475168919	0.326030668516237
"cg23678058"	0.260115892007089	0.696492898958104	0.878224835097264	0.875271679384234	0.843202945790591
"cg03328485"	0.846859876394592	0.936909282148724	0.873678391934975	0.88317869362719	0.949678454305647
"cg05631230"	0.846757246070939	0.980134840601646	0.932100356122206	0.923788469708609	0.983400667464218
"cg19517236"	0.313658853684998	0.764151919130262	0.486604060036702	0.699779628202028	0.586065052133437
"cg04182912"	0.662538956440517	0.813339131774505	0.897302745558873	0.850969607042785	0.854692839539026
"cg00098336"	0.817547262949592	0.804061536459902	0.611573778298702	0.797923468153305	0.769763022844455
"cg02875787"	0.17973743005544	0.685955550770949	0.472201545499998	0.741060413065214	0.837766724747896
"cg16054502"	0.719122284880172	0.880874728374002	0.908605090466542	0.93202964371136	0.913601654269883
"cg01439670"	0.288138065055391	0.780938972981878	0.732879323879665	0.824397007208162	0.497638834235025
"cg08074805"	0.802044280045732	0.935506094026242	0.930864064764172	0.918164752305659	0.89849551116235
"cg04508648"	0.292195349427899	0.537169514557854	0.422207274871669	0.577564426178335	0.463909173102269
"cg06641537"	0.105330721878793	0.768703321206786	0.380427913319821	0.810445312012828	0.356008524146914
"cg00238353"	0.507426677960792	0.737527488397807	0.869149603369798	0.778146408296641	0.726358818949166
"cg01363198"	0.170085308549011	0.238132647026035	0.220654315050465	0.153870296005875	0.313104907575581
"cg26980111"	0.171197384556595	0.93578964814865	0.555399267421321	0.912017320989436	0.906098138528314
"cg10782703"	0.90193400619962	0.774356825380503	0.902311904544143	0.952136849215999	0.875272365754734
"cg09702315"	0.357851099495463	0.428708215310853	0.164659902071804	0.694830465373404	0.0982914988770566
"cg20523653"	0.588190576561945	0.833651518476304	0.884628343057695	0.820290713962477	0.876528278639649
"cg15149374"	0.921549210937497	0.922387999308897	0.968948639515366	0.936457753747599	0.911781748748256
"cg20886791"	0.196652190640227	0.372312334179795	0.341796787413853	0.47744635521973	0.188969175982073
"cg16320165"	0.714706936144664	0.844068458133555	0.800212391354374	0.836736343771552	0.760011684521073
"cg03116124"	0.223274490956237	0.777756696365727	0.916071620901917	0.846873301565832	0.927202429159111
"cg22272803"	0.488117503976312	0.865174554346776	0.957303710068623	0.883489982873044	0.229199857196337
"cg04194947"	0.550894268422302	0.327814263851872	0.0592636203770936	0.569173427496721	0.540277628826757
"cg11831431"	0.10475798700598	0.852948431362329	0.814430113399907	0.897141608785343	0.713975147277596
"cg00949578"	0.512622077899304	0.785873908200288	0.880852516654246	0.901744651397337	0.859985461922968
"cg06753918"	0.813283535393282	0.713617306486137	0.911813074783885	0.902666628801268	0.868832702030626
"cg09634094"	0.736461463177107	0.733982087239621	0.49654701695506	0.794087930012123	0.589464164967896
"cg00931957"	0.587512047150939	0.881359981585621	0.926182163286111	0.895724040053675	0.911754214639285
"cg09606034"	0.107576995593232	0.247470129602595	0.15445103071778	0.369223384596085	0.261723458442136
